Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,AT,PE,XX,4,,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,BG,CO,,,6,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CA,CO,,,10,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CL,CO,,3,3,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CN,CO,,,28,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CR,CO,,,7,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,CO,,,24,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,GB,CO,,,8,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,HK,CO,,77,77,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,JP,CO,,,5,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,MX,CO,,,6,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,NO,CO,,,2,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,SE,CO,,,5,live,,T,W
2018,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,US,CO,,21,22,live,,T,W
2018,III,Potamotrygon scobina,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,US,NL,,20,20,live,,T,C
2019,I,Pristidae spp.,Elasmobranchii,Pristiformes,Pristidae,,GG,GB,XX,1,1,sawfish rostrum,,E,O
2019,I,Pristidae spp.,Elasmobranchii,Pristiformes,Pristidae,,NL,RU,XX,2,,carvings,,E,O
2019,I,Pristidae spp.,Elasmobranchii,Pristiformes,Pristidae,,RU,NL,XX,,2,carvings,,E,O
2019,I,Pristis spp.,Elasmobranchii,Pristiformes,Pristidae,Pristis,CI,SN,,1,,teeth,,E,I
2019,I,Pristis spp.,Elasmobranchii,Pristiformes,Pristidae,Pristis,SN,CI,,,1,teeth,,E,I
2019,I,Pristis pectinata,Elasmobranchii,Pristiformes,Pristidae,Pristis,US,BS,,,10,specimens,,S,W
2019,I,Pristis pectinata,Elasmobranchii,Pristiformes,Pristidae,Pristis,US,BS,,,0.021,teeth,g,S,W
2019,I,Pristis pristis,Elasmobranchii,Pristiformes,Pristidae,Pristis,PA,GB,XX,,1,sawfish rostrum,,T,O
2019,I,Pristis pristis,Elasmobranchii,Pristiformes,Pristidae,Pristis,TH,AU,,1,,live,,Z,
2019,II,Alopias spp.,Elasmobranchii,Lamniformes,Alopiidae,Alopias,BH,OM,SB,,50,live,,T,W
2019,II,Alopias spp.,Elasmobranchii,Lamniformes,Alopiidae,Alopias,BH,OM,,,50,fins,kg,T,W
2019,II,Alopias spp.,Elasmobranchii,Lamniformes,Alopiidae,Alopias,CN,OM,,,1060,fins,kg,T,W
2019,II,Alopias spp.,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,JP,CN,,42.269,medicine,kg,T,O
2019,II,Alopias spp.,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,OM,,1655,,fins,kg,T,W
2019,II,Alopias spp.,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,SV,,,90.3,fins,kg,T,C
2019,II,Alopias spp.,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,SV,,1583.85,2521.15,fins,kg,T,W
2019,II,Alopias spp.,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,SV,,111.3,156.2,skins,kg,T,W
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,CN,MX,,,3429.54,fins,kg,T,W
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,CR,,5408.1,,fins,kg,T,W
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,EC,,17184,21079,fins,kg,T,W
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,GT,,449,,fins,kg,T,O
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,GT,,680,,fins,kg,T,W
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,GT,,206.5,,skins,kg,T,O
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,GT,,395,,skins,kg,T,W
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,MX,,394.64,,fins,kg,T,W
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,PE,EC,24875,,fins,kg,T,O
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,PE,EC,,,53439.1,fins,kg,T,W
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,US,EC,,,14908.79,meat,kg,T,W
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,US,NI,,,44.7,fins,kg,T,W
2019,II,Alopias pelagicus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,VN,US,LK,1,,fins,,Q,O
2019,II,Alopias superciliosus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,CN,MX,,,55,fins,kg,T,W
2019,II,Alopias superciliosus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,EC,,548.5,548.5,fins,kg,T,W
2019,II,Alopias superciliosus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,OM,,4700,7540,fins,kg,T,W
2019,II,Alopias superciliosus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,OM,,,782,skins,kg,T,W
2019,II,Alopias superciliosus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,PE,EC,1069.5,,fins,kg,T,O
2019,II,Alopias superciliosus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,PE,EC,,,4862.7,fins,kg,T,W
2019,II,Alopias superciliosus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,VN,OM,,,1920,fins,kg,T,W
2019,II,Alopias superciliosus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,VN,OM,,,1782,skins,kg,T,W
2019,II,Alopias superciliosus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,VN,OM,,,782,skins,,T,W
2019,II,Alopias superciliosus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,VN,US,,1,,fins,,Q,O
2019,II,Alopias vulpinus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,CN,MX,,,44,fins,kg,T,W
2019,II,Alopias vulpinus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,KR,,775,,fins,kg,T,W
2019,II,Alopias vulpinus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,MX,,44,,fins,kg,T,W
2019,II,Alopias vulpinus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,NI,,134.717,,fins,kg,T,W
2019,II,Alopias vulpinus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,HK,PE,,4665,,fins,kg,T,W
2019,II,Alopias vulpinus,Elasmobranchii,Lamniformes,Alopiidae,Alopias,VN,US,,2,,fins,,Q,O
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,KE,KE,,6,fins,,E,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,KE,OM,6,,fins,,E,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,MV,OM,6,,fins,,E,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,MV,,,12,specimens,,E,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,CN,MX,,,21979.97,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,CN,OM,,,1240,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,GB,LK,,50,50,specimens,,S,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,CR,,26547.46,,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,EC,,1811.5,1961.5,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,GT,,3636.2,,fins,kg,T,O
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,GT,,2555,,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,GT,,4383.4,,skins,kg,T,O
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,GT,,2415,,skins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,ID,XX,2011,,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,ID,,24060.32,,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,ID,,,61543,fins,,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,JP,CN,,77.08,medicine,kg,T,O
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,KR,,708,,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,LK,,1281.05,92960,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,LK,,8000,,skins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,MX,,15018.22,,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,OM,,5350.4,6021,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,OM,,,3500,fins,,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,PE,EC,2331.05,,fins,kg,T,O
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,PE,,3973,,fins,kg,T,O
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,PE,,8,,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,SV,,,1255.05,fins,kg,T,C
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,SV,,14229.38,19935.21,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,SV,,,843.6,skins,kg,T,C
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,SV,,6974.08,7676.24,skins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,IT,OM,,,5000,meat,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,KE,AE,OM,,6,fins,,E,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,MV,AE,OM,,6,fins,,E,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,MX,CR,,460390.5,,bodies,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,MY,LK,,,1000,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,PE,EC,,,8134.3,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,SN,CI,,,1,fins,kg,E,I
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,TO,AE,OM,,6,fins,,E,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,MX,,,133,skins,,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,VN,OM,,,745,fins,kg,T,W
2019,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,VN,US,BZ,3,,fins,,Q,O
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,KE,KE,,6,fins,,E,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,KE,OM,6,,fins,,E,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,MV,OM,6,,fins,,E,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,CN,OM,,,483,fins,kg,T,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,OM,,1737.6,1400,fins,kg,T,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,OM,,,500,fins,,T,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,SN,,150,,fins,kg,T,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,KE,AE,OM,,6,fins,,E,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,MV,AE,OM,,6,fins,,E,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,SN,CI,,,1,fins,kg,E,I
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,TO,AE,OM,,6,fins,,E,W
2019,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,VN,US,,4,,fins,,Q,O
2019,II,Cetorhinus maximus,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,US,IE,,,1,skins,,Q,W
2019,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,AU,FR,MG,,31,teeth,,T,O
2019,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,AU,NZ,,,2,bones,kg,P,O
2019,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,ES,AU,XX,2,,teeth,,T,O
2019,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,FR,MG,MG,1,,skeletons,,E,O
2019,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,FR,MG,MG,,1,teeth,,E,O
2019,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,HK,OM,,,2300,fins,kg,T,W
2019,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,MX,,,0.01,specimens,kg,S,W
2019,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,MX,,,314,specimens,,S,W
2019,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,VN,OM,,,1150,fins,kg,T,W
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,ES,EC,,,132,bodies,,T,W
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,ES,HS,,12615,,bodies,kg,T,O
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,HK,ES,HS,,9959.35,fins,kg,T,O
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,HK,ES,HS,,2827.82,meat,kg,T,O
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,HK,OM,,600,600,fins,kg,T,W
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,HK,OM,,,900,fins,,T,W
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,KR,ES,HS,,48632,bodies,kg,T,O
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,KR,ZA,,,140407,meat,kg,T,W
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,PT,HS,,57,,bodies,,T,O
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,SG,ES,HS,,135.5,fins,kg,T,O
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,TW,JP,,,50000,meat,kg,T,W
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,TW,SC,,,458,derivatives,kg,T,W
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,TW,VU,,,34861,meat,kg,T,W
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,US,LK,,,24,bodies,kg,T,W
2019,II,Isurus paucus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,ES,HS,,905,,bodies,kg,T,O
2019,II,Isurus paucus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,PT,HS,,22,,bodies,,T,O
2019,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,HK,OM,,,24.5,fins,kg,T,W
2019,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,VN,US,,2,,fins,,Q,O
2019,II,Manta spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,HK,IN,ID,158,,gill plates,kg,T,W
2019,II,Manta spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,HK,IN,,533.65,691.65,gill plates,kg,T,W
2019,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,HK,LK,,250,750,gill plates,kg,T,W
2019,II,Mobula spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,IN,,1183.65,405,gill plates,kg,T,W
2019,II,Mobula spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,607.8,1050,gill plates,kg,T,W
2019,II,Mobula japanica,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,IN,,,100,gill plates,kg,T,W
2019,II,Mobula japanica,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,630,fins,kg,T,W
2019,II,Mobula japanica,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,721,5620,gill plates,kg,T,W
2019,II,Mobula kuhlii,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,GB,LK,,40,50,specimens,,S,W
2019,II,Mobula mobular,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,GB,LK,,50,50,specimens,,S,W
2019,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,GB,LK,,50,50,specimens,,S,W
2019,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,IN,,,618.65,gill plates,kg,T,W
2019,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,250,fins,kg,T,W
2019,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,1436.5,7785,gill plates,kg,T,W
2019,II,Mobula thurstoni,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,GB,LK,,17,35,specimens,,S,W
2019,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,AU,ZA,,,10,specimens,,S,W
2019,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,DK,MX,,2,2,specimens,,S,W
2019,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,GB,EC,,,14,specimens,,S,W
2019,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,GB,MX,,,60,specimens,,S,W
2019,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,GB,SH,,23,,specimens,,S,W
2019,II,Sphyrna spp.,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,,238.38,fins,kg,T,W
2019,II,Sphyrna spp.,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,PA,,,100,specimens,,S,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,KE,KE,,3,fins,,E,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,KE,OM,3,,fins,,E,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,MV,OM,3,,fins,,E,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,MV,,,3,specimens,,E,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CL,PA,,,24,specimens,,S,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,KE,,,12,live,,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,MX,,,3845.85,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CR,PA,,,124,specimens,,S,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,DE,MA,,,1,specimens,,S,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,GB,LK,,25,25,specimens,,S,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,KR,,371,,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,LK,,,60,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,MX,,3430.6,,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,NI,,916.71,,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,OM,,1139.7,1300,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,OM,,,1500,fins,,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,PE,,270,,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,,15.4,fins,kg,T,C
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,787.39,2691.21,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,,8.1,skins,kg,T,C
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,,93.5,skins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,KE,AE,OM,,3,fins,,E,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,MV,AE,OM,,3,fins,,E,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,MX,NI,,,52,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,TO,AE,OM,,3,fins,,E,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,BZ,,,15,specimens,,S,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,CO,,,89,specimens,ml,S,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,NI,,,77.57,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,VN,US,,3,,fins,,Q,O
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,XX,PA,,,132,specimens,,S,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,KE,KE,,3,fins,,E,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,KE,OM,3,,fins,,E,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,MV,OM,3,,fins,,E,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,MV,,,3,specimens,,E,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,MX,,,1366.93,fins,kg,T,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,OM,,,730,fins,kg,T,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,DE,MU,,,2,bodies,,P,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,LK,,,20,fins,kg,T,W
